model,decoding_group,marker,n_runs,justifications_per_run,mean_total_occurrences_per_run,std_total_occurrences_per_run,mean_occurrences_per_justification,std_occurrences_per_justification,mean_occurrences_per_100_words,std_occurrences_per_100_words,mean_justifications_with_item_per_run,std_justifications_with_item_per_run,mean_pct_justifications_with_item,std_pct_justifications_with_item
Gemma 4 2B,Stochastic,and,3,191.0,390.6666666666667,15.534906930308061,2.0453752181500873,0.0813345912581575,3.1456423648285585,0.13091454155278295,173.33333333333334,4.041451884327384,90.75043630017451,2.1159433949357975
Gemma 4 2B,Stochastic,for,3,191.0,133.0,6.0,0.6963350785340315,0.03141361256544509,1.0708230839100792,0.04719778256719103,96.33333333333333,4.725815626252606,50.43630017452008,2.4742490189804247
Gemma 4 2B,Stochastic,since,3,191.0,104.33333333333333,8.962886439832502,0.5462478184991274,0.04692610701482987,0.8400048910749128,0.07144098382806877,104.0,8.660254037844387,54.45026178010471,4.53416441771958
Gemma 4 2B,Stochastic,with,3,191.0,65.0,2.6457513110645907,0.3403141361256545,0.013852101105050177,0.5233897877972408,0.022690326214607467,59.0,3.4641016151377544,30.89005235602094,1.8136657670878302
Gemma 4 2B,Stochastic,or,3,191.0,56.666666666666664,2.3094010767585034,0.29668411867364747,0.012091105113918837,0.45630475268313875,0.020277739552540218,44.666666666666664,1.154700538379251,23.38568935427574,0.6045552556959423
Gemma 4 2B,Stochastic,as,3,191.0,55.333333333333336,5.773502691896258,0.28970331588132636,0.030227762784797177,0.4455461877508779,0.04687280198883186,48.0,3.4641016151377544,25.130890052356023,1.8136657670878313
Gemma 4 2B,Stochastic,while,3,191.0,53.0,4.358898943540674,0.2774869109947644,0.022821460437385702,0.42681229654693836,0.03655345105299516,53.0,4.358898943540674,27.748691099476442,2.2821460437385728
Gemma 4 2B,Stochastic,given,3,191.0,39.666666666666664,4.509249752822895,0.20767888307155324,0.02360863744933451,0.31940614567559716,0.036738606735940385,39.333333333333336,4.04145188432738,20.593368237347295,2.115943394935804
Gemma 4 2B,Stochastic,although,3,191.0,26.666666666666668,6.027713773341708,0.13961605584642234,0.03155871085519218,0.21478441413417815,0.04896365386882699,26.666666666666668,6.027713773341708,13.961605584642234,3.155871085519218
Gemma 4 2B,Stochastic,however,3,191.0,26.333333333333332,7.571877794400365,0.13787085514834208,0.03964333923769824,0.21186750183046674,0.06002409546962177,26.0,7.810249675906654,13.612565445026178,4.089135955972069
Gemma 4 2B,Stochastic,if,3,191.0,25.333333333333332,2.516611478423583,0.1326352530541012,0.01317597632682504,0.20400458466141594,0.0207034028605,23.666666666666668,1.5275252316519465,12.390924956369984,0.7997514301842656
Gemma 4 2B,Stochastic,but,3,191.0,14.333333333333334,2.886751345948129,0.07504363001745201,0.015113881392398585,0.11535999793536574,0.022939552079193074,14.0,3.4641016151377544,7.329842931937172,1.8136657670878298
Gemma 4 2B,Stochastic,also,3,191.0,13.333333333333334,2.886751345948129,0.06980802792321117,0.01511388139239858,0.10730838324121184,0.022963403309576916,13.333333333333334,2.886751345948129,6.980802792321117,1.511388139239858
Gemma 4 2B,Stochastic,later,3,191.0,10.666666666666666,2.8867513459481287,0.055846422338568937,0.015113881392398573,0.08589564407482232,0.023320050012387454,10.666666666666666,2.8867513459481287,5.5846422338568935,1.5113881392398583
Gemma 4 2B,Stochastic,particularly,3,191.0,9.666666666666666,3.7859388972001824,0.05061082024432809,0.019821669618849118,0.07775309948569466,0.030121817376703913,9.666666666666666,3.7859388972001824,5.061082024432809,1.9821669618849125
Gemma 4 2B,Stochastic,ultimately,3,191.0,8.0,2.0,0.0418848167539267,0.010471204188481678,0.0643990274157674,0.016056476575005772,8.0,2.0,4.18848167539267,1.0471204188481675
Gemma 4 2B,Stochastic,specifically,3,191.0,7.0,3.4641016151377544,0.03664921465968587,0.018136657670878298,0.0564170780760859,0.028109169903444232,7.0,3.4641016151377544,3.664921465968586,1.8136657670878298
Gemma 4 2B,Stochastic,furthermore,3,191.0,6.0,1.7320508075688772,0.031413612565445025,0.009068328835439149,0.048316740567231835,0.013989440438928621,6.0,1.7320508075688772,3.141361256544503,0.9068328835439149
Gemma 4 2B,Stochastic,either or,3,191.0,5.0,1.0,0.02617801047120419,0.005235602094240836,0.04026501853950156,0.008122696133713771,5.0,1.0,2.617801047120419,0.5235602094240837
Gemma 4 2B,Stochastic,rather than,3,191.0,5.0,3.4641016151377544,0.02617801047120419,0.018136657670878298,0.04018819344914445,0.027679816551193042,5.0,3.4641016151377544,2.617801047120419,1.8136657670878298
Gemma 4 2B,Greedy,and,1,191.0,390.0,,2.0418848167539267,,3.160966120927217,,174.0,,91.09947643979058,
Gemma 4 2B,Greedy,since,1,191.0,117.0,,0.612565445026178,,0.948289836278165,,117.0,,61.2565445026178,
Gemma 4 2B,Greedy,for,1,191.0,116.0,,0.6073298429319371,,0.9401847949424542,,89.0,,46.596858638743456,
Gemma 4 2B,Greedy,or,1,191.0,65.0,,0.3403141361256545,,0.5268276868212027,,51.0,,26.701570680628272,
Gemma 4 2B,Greedy,with,1,191.0,60.0,,0.31413612565445026,,0.4863024801426487,,56.0,,29.319371727748692,
Gemma 4 2B,Greedy,as,1,191.0,51.0,,0.2670157068062827,,0.4133571081212514,,47.0,,24.607329842931936,
Gemma 4 2B,Greedy,while,1,191.0,48.0,,0.2513089005235602,,0.389041984114119,,48.0,,25.130890052356023,
Gemma 4 2B,Greedy,if,1,191.0,39.0,,0.20418848167539266,,0.31609661209272166,,32.0,,16.75392670157068,
Gemma 4 2B,Greedy,given,1,191.0,35.0,,0.18324607329842932,,0.2836764467498784,,35.0,,18.32460732984293,
Gemma 4 2B,Greedy,although,1,191.0,32.0,,0.16753926701570682,,0.259361322742746,,32.0,,16.75392670157068,
Gemma 4 2B,Greedy,however,1,191.0,27.0,,0.14136125654450263,,0.21883611606419193,,27.0,,14.136125654450261,
Gemma 4 2B,Greedy,but,1,191.0,20.0,,0.10471204188481675,,0.16210082671421625,,18.0,,9.424083769633508,
Gemma 4 2B,Greedy,later,1,191.0,15.0,,0.07853403141361257,,0.12157562003566218,,15.0,,7.853403141361256,
Gemma 4 2B,Greedy,also,1,191.0,11.0,,0.05759162303664921,,0.08915545469281894,,11.0,,5.7591623036649215,
Gemma 4 2B,Greedy,particularly,1,191.0,11.0,,0.05759162303664921,,0.08915545469281894,,11.0,,5.7591623036649215,
Gemma 4 2B,Greedy,specifically,1,191.0,8.0,,0.041884816753926704,,0.0648403306856865,,8.0,,4.18848167539267,
Gemma 4 2B,Greedy,either or,1,191.0,6.0,,0.031413612565445025,,0.048630248014264875,,6.0,,3.141361256544503,
Gemma 4 2B,Greedy,despite,1,191.0,5.0,,0.02617801047120419,,0.04052520667855406,,5.0,,2.6178010471204187,
Gemma 4 2B,Greedy,furthermore,1,191.0,5.0,,0.02617801047120419,,0.04052520667855406,,5.0,,2.6178010471204187,
Gemma 4 2B,Greedy,indeed,1,191.0,5.0,,0.02617801047120419,,0.04052520667855406,,5.0,,2.6178010471204187,
