path,run_label,run_number,decoding,temperature,prompt_version,source,session_name,game_key,game_id,chosen_vote_raw,justification,game_name,player_names,end_roles,has_werewolf,correct_vote_type,correct_player_names,status,chosen_vote,canonical_player_vote,chosen_player_name,chosen_player_index,voted_player_end_role,is_correct,is_circle_vote
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-31B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0_Game1.json,run_1,1,stochastic,1.0,prompt_v4_run_1,Ego4D,0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0,Game1,Ego4D / 0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0 / Game1,Erin,"Erin explicitly admitted to being the Werewolf. While Brent suspected that the Troublemaker (Hailey) might have swapped his card with Erin's, this was based on a guess ('pretty sure') rather than confirmed information. Since the narrator indicated the Tanner was not in the game, Erin's admission is the strongest piece of evidence available, making her the most likely Werewolf.",0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0_Game1,"[""Erin"", ""Sebastian"", ""Jack"", ""Brent"", ""Hailey""]","[""Robber"", ""Seer"", ""Moderator"", ""Werewolf"", ""Troublemaker""]",True,player,"[""Brent""]",player_vote,Erin,Erin,Erin,0.0,Robber,False,False
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-31B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0_Game2.json,run_1,1,stochastic,1.0,prompt_v4_run_1,Ego4D,0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0,Game2,Ego4D / 0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0 / Game2,Jack,"Jack claimed to be the Troublemaker and stated that he swapped cards with Brent. However, according to the game rules, the Troublemaker swaps the cards of two other players and cannot swap their own card. Furthermore, the moderator (Erin) mentioned at the end of the game that she may have moved too quickly and not given the Troublemaker a chance to act, meaning Jack's claim to have performed a swap was a fabrication. This deception strongly indicates that Jack is a Werewolf.",0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0_Game2,"[""Erin"", ""Sebastian"", ""Jack"", ""Brent"", ""Hailey""]","[""Moderator"", ""Villager"", ""Werewolf"", ""Villager"", ""Robber""]",True,player,"[""Jack""]",player_vote,Jack,Jack,Jack,2.0,Werewolf,True,False
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-31B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\0c2659db-7bd4-4b37-9b08-4e247befe382_Game4.json,run_1,1,stochastic,1.0,prompt_v4_run_1,Ego4D,0c2659db-7bd4-4b37-9b08-4e247befe382,Game4,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game4,Elliot,"Ashley admitted to being the Werewolf (T136, T140), and Elliot later admitted to being the Robber and swapping cards with Ashley (T196, T264). According to the game rules, the Robber swaps their card with another player and takes on that role's alignment and win conditions. Therefore, if Ashley was the Werewolf and Elliot swapped with her, Elliot is now the Werewolf. Voting for Elliot is the most logical choice to ensure a Team Village win.",0c2659db-7bd4-4b37-9b08-4e247befe382_Game4,"[""Elliot"", ""Ashley"", ""James"", ""Chris"", ""Sukeshi"", ""Sian""]","[""Tanner"", ""Werewolf"", ""Insomniac"", ""Seer"", ""Werewolf"", ""Robber""]",True,player,"[""Ashley"", ""Sukeshi""]",player_vote,Elliot,Elliot,Elliot,0.0,Tanner,False,False
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-31B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\0c2659db-7bd4-4b37-9b08-4e247befe382_Game5.json,run_1,1,stochastic,1.0,prompt_v4_run_1,Ego4D,0c2659db-7bd4-4b37-9b08-4e247befe382,Game5,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game5,Sian,"Sian claimed to be the Robber but demonstrated a complete lack of understanding of the role's abilities, confusing it with the Troublemaker's ability to swap other players' cards. She eventually admitted she did not know how to play the Robber, which is a strong indicator of a failed bluff. While Elliot accused Chris of being a Werewolf, Elliot's own claims were contradictory (claiming to be both the Seer and the Tanner), making Sian the most suspicious player.",0c2659db-7bd4-4b37-9b08-4e247befe382_Game5,"[""Elliot"", ""Ashley"", ""James"", ""Chris"", ""Sukeshi"", ""Sian""]","[""Seer"", ""Werewolf"", ""Doppelganger"", ""Werewolf"", ""Insomniac"", ""Villager""]",True,player,"[""Ashley"", ""Chris""]",player_vote,Sian,Sian,Sian,5.0,Villager,False,False
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-31B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\0c2659db-7bd4-4b37-9b08-4e247befe382_Game6.json,run_1,1,stochastic,1.0,prompt_v4_run_1,Ego4D,0c2659db-7bd4-4b37-9b08-4e247befe382,Game6,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game6,Elliot,"Elliot claims to be the Doppelganger who took the Insomniac role, but no other player claims to be the Insomniac, making his claim unsupported. Ashley (claiming Seer) and Sukeshi (claiming Robber) provide a consistent narrative that identifies Sian as the Tanner, while James (claiming Troublemaker) and Chris (claiming Hunter) further support the Village alignment of the others. Elliot's strong resistance to being voted out, contrasted with Sian's relative passivity, suggests that Elliot is the Werewolf and Sian is the Tanner.",0c2659db-7bd4-4b37-9b08-4e247befe382_Game6,"[""Elliot"", ""Ashley"", ""James"", ""Chris"", ""Sukeshi"", ""Sian""]","[""Werewolf"", ""Robber"", ""Troublemaker"", ""Seer"", ""Hunter"", ""Tanner""]",True,player,"[""Elliot""]",player_vote,Elliot,Elliot,Elliot,0.0,Werewolf,True,False
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-31B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\0c2659db-7bd4-4b37-9b08-4e247befe382_Game7.json,run_1,1,stochastic,1.0,prompt_v4_run_1,Ego4D,0c2659db-7bd4-4b37-9b08-4e247befe382,Game7,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game7,Sukeshi,"Sukeshi's claims are highly contradictory, first claiming to be the Seer, then identifying Sian as a Minion and Chris as a Werewolf, and finally admitting, 'I was a fucking werewolf.' While this could be a bluff or a Tanner's attempt to be eliminated, it is the most direct claim to the Werewolf role in the transcript. Furthermore, the evidence suggests Sian is the Minion (Ashley claims she was the Minion and Chris claims he swapped Ashley and Sian), and since the Minion is not the Werewolf, Sian is an unlikely target for a winning Village vote. Therefore, Sukeshi is the most probable Werewolf.",0c2659db-7bd4-4b37-9b08-4e247befe382_Game7,"[""Elliot"", ""Ashley"", ""James"", ""Chris"", ""Sukeshi"", ""Sian""]","[""Tanner"", ""Doppelganger"", ""Seer"", ""Troublemaker"", ""Robber"", ""Minion""]",False,circle,[],player_vote,Sukeshi,Sukeshi,Sukeshi,4.0,Robber,False,False
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-31B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\0c2659db-7bd4-4b37-9b08-4e247befe382_Game8.json,run_1,1,stochastic,1.0,prompt_v4_run_1,Ego4D,0c2659db-7bd4-4b37-9b08-4e247befe382,Game8,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game8,Sian,"Sian is the only player who did not claim a role and remained silent throughout the discussion, which is highly suspicious. The other five players provided roles (Troublemaker, Robber, Doppelganger, Hunter, and Seer) that are largely consistent with one another, and Sukeshi (claiming Seer) specifically confirmed Elliot's role as the Troublemaker. Given the lack of any other suspects, Sian is the most likely candidate to be a Werewolf or the Tanner.",0c2659db-7bd4-4b37-9b08-4e247befe382_Game8,"[""Elliot"", ""Ashley"", ""James"", ""Chris"", ""Sukeshi"", ""Sian""]","[""Werewolf"", ""Hunter"", ""Robber"", ""Doppelganger"", ""Minion"", ""Tanner""]",True,player,"[""Elliot""]",player_vote,Sian,Sian,Sian,5.0,Tanner,False,False
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-31B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\0c2659db-7bd4-4b37-9b08-4e247befe382_Game9.json,run_1,1,stochastic,1.0,prompt_v4_run_1,Ego4D,0c2659db-7bd4-4b37-9b08-4e247befe382,Game9,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game9,Sian,"Sian claims to be the Seer and states she saw 'these two' (referring to James and Sukeshi), implying she looked at two players' cards. However, the game rules specify that a Seer may only look at one other player's card or two cards in the center. Because Sian's claim is logically impossible according to the rules, she is likely lying and is therefore a strong candidate for being a Werewolf.",0c2659db-7bd4-4b37-9b08-4e247befe382_Game9,"[""Elliot"", ""Ashley"", ""James"", ""Chris"", ""Sukeshi"", ""Sian""]","[""Villager"", ""Hunter"", ""Villager"", ""Werewolf"", ""Robber"", ""Seer""]",True,player,"[""Chris""]",player_vote,Sian,Sian,Sian,5.0,Seer,False,False
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-31B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce_Game10.json,run_1,1,stochastic,1.0,prompt_v4_run_1,Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game10,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game10,No Werewolf,"Sean's early comment suggesting he knows who the werewolf is implies he may be the Minion, who identifies the Werewolf during the Night phase. If Zack was the starting Werewolf and Hunter was the Troublemaker who swapped Zack and Jacob, the Werewolf card moved to Jacob. Since the Drunk action (performed by Jacob) occurs after the Troublemaker action, Jacob would have swapped the Werewolf card into the center. Consequently, no player currently holds the Werewolf card.",1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce_Game10,"[""Zack"", ""Sean"", ""Hunter"", ""Jacob""]","[""Villager"", ""Werewolf"", ""Troublemaker"", ""Werewolf""]",True,player,"[""Sean"", ""Jacob""]",circle_vote,No Werewolf,,,,,False,True
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-31B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce_Game11.json,run_1,1,stochastic,1.0,prompt_v4_run_1,Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game11,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game11,Zack,"Zack claims he was the Insomniac and ended the night as the Drunk. This is logically impossible because the Insomniac wakes up last and only checks their card, while the Drunk card is always swapped into the center during the Drunk's turn (unless the Drunk swapped their card for a Drunk card already in the center, but the Insomniac cannot perform this action). Since Zack's claim is a blatant lie, he is the most likely candidate to be the Werewolf or the Tanner.",1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce_Game11,"[""Zack"", ""Sean"", ""Hunter"", ""Jacob""]","[""Drunk"", ""Werewolf"", ""Troublemaker"", ""Villager""]",True,player,"[""Sean""]",player_vote,Zack,Zack,Zack,0.0,Drunk,False,False
