source,session,game,raw_name,reason
original_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster
original_speaker,one night ultimate werewolf retro 4,game3,Kayla,not_on_roster
original_speaker,one night ultimate werewolf retro 4,game3,Kayla,not_on_roster
original_speaker,one night ultimate werewolf retro 4,game3,Kayla,not_on_roster
original_speaker,one night ultimate werewolf 9 november 6th 2016,game4,Matt,not_on_roster
original_speaker,one night ultimate werewolf 9 november 6th 2016,game4,Matt,not_on_roster
original_speaker,one night ultimate werewolf 9 november 6th 2016,game4,Matt,not_on_roster
original_speaker,one night ultimate werewolf 9 november 6th 2016,game4,Matt,not_on_roster
original_speaker,one night ultimate werewolf 9 november 6th 2016,game4,Matt,not_on_roster
original_speaker,one night ultimate werewolf 9 november 6th 2016,game4,Matt,not_on_roster
original_speaker,one night ultimate werewolf 9 november 6th 2016,game4,Matt,not_on_roster
original_speaker,one night ultimate werewolf 9 november 6th 2016,game4,Matt,not_on_roster
original_speaker,one night ultimate werewolf 9 november 6th 2016,game4,Matt,not_on_roster
accusation_target,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster_or_ambiguous
accusation_target,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster_or_ambiguous
accusation_accuser,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster_or_ambiguous
accusation_accuser,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster_or_ambiguous
accusation_target,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster_or_ambiguous
accusation_target,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster_or_ambiguous
accusation_accuser,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster_or_ambiguous
accusation_accuser,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster_or_ambiguous
accusation_accuser,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster_or_ambiguous
accusation_accuser,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster_or_ambiguous
accusation_accuser,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster_or_ambiguous
accusation_accuser,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster_or_ambiguous
accusation_target,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster_or_ambiguous
accusation_target,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster_or_ambiguous
accusation_target,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster_or_ambiguous
accusation_target,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster_or_ambiguous
accusation_accuser,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster_or_ambiguous
accusation_target,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster_or_ambiguous
accusation_target,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster_or_ambiguous
accusation_target,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster_or_ambiguous
accusation_target,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster_or_ambiguous
accusation_accuser,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster_or_ambiguous
accusation_accuser,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster_or_ambiguous
accusation_target,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster_or_ambiguous
accusation_target,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster_or_ambiguous
accusation_accuser,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster_or_ambiguous
accusation_target,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster_or_ambiguous
accusation_target,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster_or_ambiguous
accusation_target,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster_or_ambiguous
accusation_accuser,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster_or_ambiguous
accusation_target,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster_or_ambiguous
accusation_target,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster_or_ambiguous
accusation_target,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster_or_ambiguous
accusation_target,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster_or_ambiguous
accusation_target,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster_or_ambiguous
identity_claim_speaker,one night ultimate werewolf retro 4,game3,Kayla,not_on_roster_or_ambiguous
identity_claim_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster_or_ambiguous
identity_claim_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster_or_ambiguous
identity_claim_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster_or_ambiguous
identity_claim_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster_or_ambiguous
identity_claim_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster_or_ambiguous
identity_claim_speaker,one night ultimate werewolf - drinking play through,game1,Jordan,not_on_roster_or_ambiguous
identity_claim_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster_or_ambiguous
identity_claim_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster_or_ambiguous
identity_claim_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster_or_ambiguous
identity_claim_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster_or_ambiguous
identity_claim_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster_or_ambiguous
identity_claim_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster_or_ambiguous
identity_claim_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster_or_ambiguous
identity_claim_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster_or_ambiguous
identity_claim_speaker,one night ultimate werewolf - drinking play through,game2,Jordan,not_on_roster_or_ambiguous
