model,decoding_group,semantic_category,discourse_relation,n_runs,mean_conditional_prevalence,sd_conditional_prevalence,min_conditional_prevalence,max_conditional_prevalence,total_n_with_category,total_n_with_both,low_support_diagnostic
Gemma 4 2B,Stochastic,ClaimComparison,Contingency.Cause,3,0.5100050276520866,0.24050318057079925,0.29411764705882354,0.7692307692307693,45,22,True
Gemma 4 2B,Stochastic,ClaimComparison,Contingency.Condition,3,0.04524886877828055,0.040218074286495875,0.0,0.07692307692307693,45,2,True
Gemma 4 2B,Stochastic,ClaimComparison,Expansion.Conjunction,3,0.559376571141277,0.048544005192173466,0.5294117647058824,0.6153846153846154,45,25,True
Gemma 4 2B,Stochastic,ClaimComparison,Expansion.Alternative,3,0.0,0.0,0.0,0.0,45,0,True
Gemma 4 2B,Stochastic,ClaimComparison,Expansion.Restatement,3,0.0,0.0,0.0,0.0,45,0,True
Gemma 4 2B,Stochastic,ClaimComparison,Temporal.Asynchronous,3,0.38340874811463044,0.1710032119877621,0.2,0.5384615384615384,45,17,True
Gemma 4 2B,Stochastic,ClaimComparison,Temporal.Synchrony,3,0.10065359477124182,0.12127309640359712,0.0,0.23529411764705882,45,5,True
Gemma 4 2B,Stochastic,Payoff,Comparison.Contrast,3,0.5850868024516478,0.024780157421622935,0.563953488372093,0.6123595505617978,521,305,False
Gemma 4 2B,Stochastic,Payoff,Comparison.Concession,3,0.015395891814138895,0.006810776082406389,0.011235955056179775,0.023255813953488372,521,8,False
Gemma 4 2B,Stochastic,Payoff,Contingency.Cause,3,0.5796621267479298,0.039535644167292494,0.543859649122807,0.622093023255814,521,302,False
Gemma 4 2B,Stochastic,Payoff,Contingency.Condition,3,0.12110117351270927,0.012441401376027303,0.10674157303370786,0.1286549707602339,521,63,False
Gemma 4 2B,Stochastic,Payoff,Expansion.Conjunction,3,0.4742035022521318,0.045161333927903426,0.43023255813953487,0.52046783625731,521,247,False
Gemma 4 2B,Stochastic,Payoff,Expansion.Alternative,3,0.015276574416618149,0.008557296095485546,0.005813953488372093,0.02247191011235955,521,8,False
Gemma 4 2B,Stochastic,Payoff,Expansion.Restatement,3,0.0,0.0,0.0,0.0,521,0,False
Gemma 4 2B,Stochastic,Payoff,Temporal.Asynchronous,3,0.1076772659226966,0.023264833504601547,0.09302325581395349,0.13450292397660818,521,56,False
Gemma 4 2B,Stochastic,Payoff,Temporal.Synchrony,3,0.05000099325048096,0.018181242620296845,0.03488372093023256,0.07017543859649122,521,26,False
Gemma 4 2B,Stochastic,Uncertainty,Comparison.Contrast,3,0.7046783625730993,0.03545133231866123,0.6666666666666666,0.7368421052631579,342,241,False
Gemma 4 2B,Stochastic,Uncertainty,Comparison.Concession,3,0.017543859649122806,0.008771929824561403,0.008771929824561403,0.02631578947368421,342,6,False
Gemma 4 2B,Stochastic,Uncertainty,Contingency.Cause,3,0.5994152046783626,0.04327090230101972,0.5701754385964912,0.6491228070175439,342,205,False
Gemma 4 2B,Stochastic,Uncertainty,Contingency.Condition,3,0.15789473684210525,0.008771929824561403,0.14912280701754385,0.16666666666666666,342,54,False
Gemma 4 2B,Stochastic,Uncertainty,Expansion.Conjunction,3,0.49415204678362573,0.05707374647936593,0.43859649122807015,0.5526315789473685,342,169,False
Gemma 4 2B,Stochastic,Uncertainty,Expansion.Alternative,3,0.03216374269005848,0.013399344137297778,0.017543859649122806,0.043859649122807015,342,11,False
Gemma 4 2B,Stochastic,Uncertainty,Expansion.Restatement,3,0.0,0.0,0.0,0.0,342,0,False
Gemma 4 2B,Stochastic,Uncertainty,Temporal.Asynchronous,3,0.07309941520467836,0.010128952091046065,0.06140350877192982,0.07894736842105263,342,25,False
Gemma 4 2B,Stochastic,Uncertainty,Temporal.Synchrony,3,0.04093567251461988,0.01826022806549239,0.02631578947368421,0.06140350877192982,342,14,False
Gemma 4 2B,Greedy,Mechanical,Comparison.Contrast,1,0.4,,0.4,0.4,5,2,True
Gemma 4 2B,Greedy,Mechanical,Comparison.Concession,1,0.0,,0.0,0.0,5,0,True
Gemma 4 2B,Greedy,Mechanical,Contingency.Cause,1,0.4,,0.4,0.4,5,2,True
Gemma 4 2B,Greedy,Mechanical,Contingency.Condition,1,0.4,,0.4,0.4,5,2,True
Gemma 4 2B,Greedy,Mechanical,Expansion.Conjunction,1,0.4,,0.4,0.4,5,2,True
Gemma 4 2B,Greedy,Mechanical,Expansion.Alternative,1,0.0,,0.0,0.0,5,0,True
Gemma 4 2B,Greedy,Mechanical,Expansion.Restatement,1,0.0,,0.0,0.0,5,0,True
Gemma 4 2B,Greedy,Mechanical,Temporal.Asynchronous,1,0.2,,0.2,0.2,5,1,True
Gemma 4 2B,Greedy,Mechanical,Temporal.Synchrony,1,0.0,,0.0,0.0,5,0,True
Gemma 4 2B,Greedy,Testimony,Comparison.Contrast,1,0.6442307692307693,,0.6442307692307693,0.6442307692307693,104,67,False
Gemma 4 2B,Greedy,Testimony,Comparison.Concession,1,0.019230769230769232,,0.019230769230769232,0.019230769230769232,104,2,False
Gemma 4 2B,Greedy,Testimony,Contingency.Cause,1,0.6057692307692307,,0.6057692307692307,0.6057692307692307,104,63,False
Gemma 4 2B,Greedy,Testimony,Contingency.Condition,1,0.09615384615384616,,0.09615384615384616,0.09615384615384616,104,10,False
Gemma 4 2B,Greedy,Testimony,Expansion.Conjunction,1,0.5192307692307693,,0.5192307692307693,0.5192307692307693,104,54,False
Gemma 4 2B,Greedy,Testimony,Expansion.Alternative,1,0.009615384615384616,,0.009615384615384616,0.009615384615384616,104,1,False
Gemma 4 2B,Greedy,Testimony,Expansion.Restatement,1,0.0,,0.0,0.0,104,0,False
Gemma 4 2B,Greedy,Testimony,Temporal.Asynchronous,1,0.17307692307692307,,0.17307692307692307,0.17307692307692307,104,18,False
Gemma 4 2B,Greedy,Testimony,Temporal.Synchrony,1,0.019230769230769232,,0.019230769230769232,0.019230769230769232,104,2,False
Gemma 4 2B,Greedy,SocialJudgment,Comparison.Contrast,1,0.6391752577319587,,0.6391752577319587,0.6391752577319587,97,62,False
Gemma 4 2B,Greedy,SocialJudgment,Comparison.Concession,1,0.0,,0.0,0.0,97,0,False
Gemma 4 2B,Greedy,SocialJudgment,Contingency.Cause,1,0.5670103092783505,,0.5670103092783505,0.5670103092783505,97,55,False
Gemma 4 2B,Greedy,SocialJudgment,Contingency.Condition,1,0.05154639175257732,,0.05154639175257732,0.05154639175257732,97,5,False
Gemma 4 2B,Greedy,SocialJudgment,Expansion.Conjunction,1,0.5051546391752577,,0.5051546391752577,0.5051546391752577,97,49,False
Gemma 4 2B,Greedy,SocialJudgment,Expansion.Alternative,1,0.020618556701030927,,0.020618556701030927,0.020618556701030927,97,2,False
Gemma 4 2B,Greedy,SocialJudgment,Expansion.Restatement,1,0.0,,0.0,0.0,97,0,False
Gemma 4 2B,Greedy,SocialJudgment,Temporal.Asynchronous,1,0.13402061855670103,,0.13402061855670103,0.13402061855670103,97,13,False
Gemma 4 2B,Greedy,SocialJudgment,Temporal.Synchrony,1,0.020618556701030927,,0.020618556701030927,0.020618556701030927,97,2,False
Gemma 4 2B,Greedy,Behavioral,Comparison.Contrast,1,0.5588235294117647,,0.5588235294117647,0.5588235294117647,34,19,False
Gemma 4 2B,Greedy,Behavioral,Comparison.Concession,1,0.0,,0.0,0.0,34,0,False
Gemma 4 2B,Greedy,Behavioral,Contingency.Cause,1,0.6176470588235294,,0.6176470588235294,0.6176470588235294,34,21,False
Gemma 4 2B,Greedy,Behavioral,Contingency.Condition,1,0.11764705882352941,,0.11764705882352941,0.11764705882352941,34,4,False
Gemma 4 2B,Greedy,Behavioral,Expansion.Conjunction,1,0.35294117647058826,,0.35294117647058826,0.35294117647058826,34,12,False
Gemma 4 2B,Greedy,Behavioral,Expansion.Alternative,1,0.029411764705882353,,0.029411764705882353,0.029411764705882353,34,1,False
Gemma 4 2B,Greedy,Behavioral,Expansion.Restatement,1,0.0,,0.0,0.0,34,0,False
Gemma 4 2B,Greedy,Behavioral,Temporal.Asynchronous,1,0.058823529411764705,,0.058823529411764705,0.058823529411764705,34,2,False
Gemma 4 2B,Greedy,Behavioral,Temporal.Synchrony,1,0.029411764705882353,,0.029411764705882353,0.029411764705882353,34,1,False
Gemma 4 2B,Greedy,ClaimComparison,Comparison.Contrast,1,0.6,,0.6,0.6,15,9,True
Gemma 4 2B,Greedy,ClaimComparison,Comparison.Concession,1,0.06666666666666667,,0.06666666666666667,0.06666666666666667,15,1,True
Gemma 4 2B,Greedy,ClaimComparison,Contingency.Cause,1,0.5333333333333333,,0.5333333333333333,0.5333333333333333,15,8,True
Gemma 4 2B,Greedy,ClaimComparison,Contingency.Condition,1,0.2,,0.2,0.2,15,3,True
Gemma 4 2B,Greedy,ClaimComparison,Expansion.Conjunction,1,0.6666666666666666,,0.6666666666666666,0.6666666666666666,15,10,True
Gemma 4 2B,Greedy,ClaimComparison,Expansion.Alternative,1,0.0,,0.0,0.0,15,0,True
Gemma 4 2B,Greedy,ClaimComparison,Expansion.Restatement,1,0.0,,0.0,0.0,15,0,True
Gemma 4 2B,Greedy,ClaimComparison,Temporal.Asynchronous,1,0.3333333333333333,,0.3333333333333333,0.3333333333333333,15,5,True
Gemma 4 2B,Greedy,ClaimComparison,Temporal.Synchrony,1,0.0,,0.0,0.0,15,0,True
Gemma 4 2B,Greedy,Payoff,Comparison.Contrast,1,0.6104651162790697,,0.6104651162790697,0.6104651162790697,172,105,False
Gemma 4 2B,Greedy,Payoff,Comparison.Concession,1,0.011627906976744186,,0.011627906976744186,0.011627906976744186,172,2,False
Gemma 4 2B,Greedy,Payoff,Contingency.Cause,1,0.6453488372093024,,0.6453488372093024,0.6453488372093024,172,111,False
Gemma 4 2B,Greedy,Payoff,Contingency.Condition,1,0.18023255813953487,,0.18023255813953487,0.18023255813953487,172,31,False
Gemma 4 2B,Greedy,Payoff,Expansion.Conjunction,1,0.5174418604651163,,0.5174418604651163,0.5174418604651163,172,89,False
Gemma 4 2B,Greedy,Payoff,Expansion.Alternative,1,0.01744186046511628,,0.01744186046511628,0.01744186046511628,172,3,False
Gemma 4 2B,Greedy,Payoff,Expansion.Restatement,1,0.0,,0.0,0.0,172,0,False
Gemma 4 2B,Greedy,Payoff,Temporal.Asynchronous,1,0.11627906976744186,,0.11627906976744186,0.11627906976744186,172,20,False
Gemma 4 2B,Greedy,Payoff,Temporal.Synchrony,1,0.023255813953488372,,0.023255813953488372,0.023255813953488372,172,4,False
Gemma 4 2B,Greedy,Uncertainty,Comparison.Contrast,1,0.7295081967213115,,0.7295081967213115,0.7295081967213115,122,89,False
Gemma 4 2B,Greedy,Uncertainty,Comparison.Concession,1,0.01639344262295082,,0.01639344262295082,0.01639344262295082,122,2,False
Gemma 4 2B,Greedy,Uncertainty,Contingency.Cause,1,0.7049180327868853,,0.7049180327868853,0.7049180327868853,122,86,False
Gemma 4 2B,Greedy,Uncertainty,Contingency.Condition,1,0.22131147540983606,,0.22131147540983606,0.22131147540983606,122,27,False
Gemma 4 2B,Greedy,Uncertainty,Expansion.Conjunction,1,0.4918032786885246,,0.4918032786885246,0.4918032786885246,122,60,False
Gemma 4 2B,Greedy,Uncertainty,Expansion.Alternative,1,0.040983606557377046,,0.040983606557377046,0.040983606557377046,122,5,False
Gemma 4 2B,Greedy,Uncertainty,Expansion.Restatement,1,0.0,,0.0,0.0,122,0,False
Gemma 4 2B,Greedy,Uncertainty,Temporal.Asynchronous,1,0.08196721311475409,,0.08196721311475409,0.08196721311475409,122,10,False
Gemma 4 2B,Greedy,Uncertainty,Temporal.Synchrony,1,0.00819672131147541,,0.00819672131147541,0.00819672131147541,122,1,False
Gemma 4 4B,Stochastic,Mechanical,Comparison.Contrast,3,0.7286324786324787,0.054518593257149923,0.6666666666666666,0.7692307692307693,40,29,True
Gemma 4 4B,Stochastic,Mechanical,Comparison.Concession,3,0.027777777777777776,0.048112522432468816,0.0,0.08333333333333333,40,1,True
Gemma 4 4B,Stochastic,Mechanical,Contingency.Cause,3,0.47521367521367525,0.19094101263118973,0.3333333333333333,0.6923076923076923,40,19,True
Gemma 4 4B,Stochastic,Mechanical,Contingency.Condition,3,0.09786324786324786,0.030884754641290008,0.07692307692307693,0.13333333333333333,40,4,True
Gemma 4 4B,Stochastic,Mechanical,Expansion.Conjunction,3,0.397008547008547,0.08128986993590775,0.3076923076923077,0.4666666666666667,40,16,True
Gemma 4 4B,Stochastic,Mechanical,Expansion.Alternative,3,0.0,0.0,0.0,0.0,40,0,True
Gemma 4 4B,Stochastic,Mechanical,Expansion.Restatement,3,0.0,0.0,0.0,0.0,40,0,True
Gemma 4 4B,Stochastic,Mechanical,Temporal.Asynchronous,3,0.17564102564102566,0.08907258303939358,0.07692307692307693,0.25,40,7,True
Gemma 4 4B,Stochastic,Mechanical,Temporal.Synchrony,3,0.07008547008547009,0.0669291348733398,0.0,0.13333333333333333,40,3,True
Gemma 4 4B,Stochastic,Testimony,Comparison.Contrast,3,0.8122317749977324,0.016382939090126895,0.8014184397163121,0.831081081081081,432,351,False
Gemma 4 4B,Stochastic,Testimony,Comparison.Concession,3,0.014052141711716181,0.013986482969113374,0.0,0.027972027972027972,432,6,False
Gemma 4 4B,Stochastic,Testimony,Contingency.Cause,3,0.3212951829973107,0.05260105078735594,0.2624113475177305,0.36363636363636365,432,139,False
Gemma 4 4B,Stochastic,Testimony,Contingency.Condition,3,0.069485830124128,0.018664534863831246,0.05673758865248227,0.09090909090909091,432,30,False
Gemma 4 4B,Stochastic,Testimony,Expansion.Conjunction,3,0.45871373530948006,0.023001563993783395,0.43243243243243246,0.475177304964539,432,198,False
Gemma 4 4B,Stochastic,Testimony,Expansion.Alternative,3,0.002331002331002331,0.004037414469857523,0.0,0.006993006993006993,432,1,False
Gemma 4 4B,Stochastic,Testimony,Expansion.Restatement,3,0.0,0.0,0.0,0.0,432,0,False
Gemma 4 4B,Stochastic,Testimony,Temporal.Asynchronous,3,0.26816725220980536,0.021261456817404104,0.24822695035460993,0.2905405405405405,432,116,False
Gemma 4 4B,Stochastic,Testimony,Temporal.Synchrony,3,0.057665499154860855,0.034922640718668296,0.02127659574468085,0.09090909090909091,432,25,False
Gemma 4 4B,Stochastic,SocialJudgment,Comparison.Contrast,3,0.7730078563411897,0.023149423493078896,0.75,0.7962962962962963,322,249,False
Gemma 4 4B,Stochastic,SocialJudgment,Comparison.Concession,3,0.012296037296037296,0.013832564379711315,0.0,0.02727272727272727,322,4,False
Gemma 4 4B,Stochastic,SocialJudgment,Contingency.Cause,3,0.21364715531382197,0.03694418561312516,0.18269230769230768,0.2545454545454545,322,69,False
Gemma 4 4B,Stochastic,SocialJudgment,Contingency.Condition,3,0.040142881809548475,0.013128146019963054,0.028846153846153848,0.05454545454545454,322,13,False
Gemma 4 4B,Stochastic,SocialJudgment,Expansion.Conjunction,3,0.47251575584908917,0.05813649579516935,0.4074074074074074,0.5192307692307693,322,152,False
Gemma 4 4B,Stochastic,SocialJudgment,Expansion.Alternative,3,0.0030303030303030303,0.00524863881081478,0.0,0.00909090909090909,322,1,False
Gemma 4 4B,Stochastic,SocialJudgment,Expansion.Restatement,3,0.0,0.0,0.0,0.0,322,0,False
Gemma 4 4B,Stochastic,SocialJudgment,Temporal.Asynchronous,3,0.2538957955624622,0.04557482803836765,0.20192307692307693,0.28703703703703703,322,82,False
Gemma 4 4B,Stochastic,SocialJudgment,Temporal.Synchrony,3,0.05523180523180523,0.0358402575375699,0.019230769230769232,0.09090909090909091,322,18,False
Gemma 4 4B,Stochastic,Behavioral,Comparison.Contrast,3,0.7929991610492165,0.018148692259006144,0.7777777777777778,0.8130841121495327,333,264,False
Gemma 4 4B,Stochastic,Behavioral,Comparison.Concession,3,0.006230529595015576,0.010791593816628517,0.0,0.018691588785046728,333,2,False
Gemma 4 4B,Stochastic,Behavioral,Contingency.Cause,3,0.24039753360203223,0.019912924866633055,0.2222222222222222,0.2616822429906542,333,80,False
Gemma 4 4B,Stochastic,Behavioral,Contingency.Condition,3,0.03726779739240798,0.03738371173376644,0.0,0.07476635514018691,333,12,False
Gemma 4 4B,Stochastic,Behavioral,Expansion.Conjunction,3,0.41798816082041174,0.023803726257276503,0.3983050847457627,0.4444444444444444,333,139,False
Gemma 4 4B,Stochastic,Behavioral,Expansion.Alternative,3,0.003115264797507788,0.0053957969083142585,0.0,0.009345794392523364,333,1,False
Gemma 4 4B,Stochastic,Behavioral,Expansion.Restatement,3,0.0,0.0,0.0,0.0,333,0,False
Gemma 4 4B,Stochastic,Behavioral,Temporal.Asynchronous,3,0.24858170383277303,0.02469711022438028,0.2222222222222222,0.2711864406779661,333,83,False
Gemma 4 4B,Stochastic,Behavioral,Temporal.Synchrony,3,0.09655365276042187,0.0301694235738904,0.07407407407407407,0.1308411214953271,333,32,False
Gemma 4 4B,Stochastic,ClaimComparison,Comparison.Contrast,3,0.681396591838018,0.06299123989472871,0.6129032258064516,0.7368421052631579,105,72,False
Gemma 4 4B,Stochastic,ClaimComparison,Comparison.Concession,3,0.019524617996604415,0.01716786792543012,0.0,0.03225806451612903,105,2,False
Gemma 4 4B,Stochastic,ClaimComparison,Contingency.Cause,3,0.21506948374520532,0.06653410955519484,0.16129032258064516,0.2894736842105263,105,23,False
Gemma 4 4B,Stochastic,ClaimComparison,Contingency.Condition,3,0.028296547821165818,0.026538481239826495,0.0,0.05263157894736842,105,3,False
Gemma 4 4B,Stochastic,ClaimComparison,Expansion.Conjunction,3,0.4908193422624662,0.07780517805917685,0.4444444444444444,0.5806451612903226,105,51,False
Gemma 4 4B,Stochastic,ClaimComparison,Expansion.Alternative,3,0.0,0.0,0.0,0.0,105,0,False
Gemma 4 4B,Stochastic,ClaimComparison,Expansion.Restatement,3,0.0,0.0,0.0,0.0,105,0,False
Gemma 4 4B,Stochastic,ClaimComparison,Temporal.Asynchronous,3,0.5814626171162675,0.029248334927702846,0.5526315789473685,0.6111111111111112,105,61,False
Gemma 4 4B,Stochastic,ClaimComparison,Temporal.Synchrony,3,0.0502892535999497,0.0402637750832892,0.02631578947368421,0.0967741935483871,105,5,False
Gemma 4 4B,Stochastic,Payoff,Comparison.Contrast,3,0.7934873949579831,0.05107548577159696,0.7352941176470589,0.8308823529411765,412,327,False
Gemma 4 4B,Stochastic,Payoff,Comparison.Concession,3,0.012254901960784314,0.015306367643133329,0.0,0.029411764705882353,412,5,False
Gemma 4 4B,Stochastic,Payoff,Contingency.Cause,3,0.3371848739495798,0.02523195829719393,0.3088235294117647,0.35714285714285715,412,139,False
Gemma 4 4B,Stochastic,Payoff,Contingency.Condition,3,0.07780112044817927,0.016082523952344354,0.06428571428571428,0.09558823529411764,412,32,False
Gemma 4 4B,Stochastic,Payoff,Expansion.Conjunction,3,0.4714285714285715,0.05003044408938791,0.4142857142857143,0.5073529411764706,412,194,False
Gemma 4 4B,Stochastic,Payoff,Expansion.Alternative,3,0.004901960784313725,0.008490445135141555,0.0,0.014705882352941176,412,2,False
Gemma 4 4B,Stochastic,Payoff,Expansion.Restatement,3,0.0,0.0,0.0,0.0,412,0,False
Gemma 4 4B,Stochastic,Payoff,Temporal.Asynchronous,3,0.21323529411764705,0.03369540952173411,0.18382352941176472,0.25,412,88,False
Gemma 4 4B,Stochastic,Payoff,Temporal.Synchrony,3,0.053501400560224094,0.023907464567346604,0.03676470588235294,0.08088235294117647,412,22,False
Gemma 4 4B,Stochastic,Uncertainty,Comparison.Contrast,3,0.891487240829346,0.04401021260739553,0.8409090909090909,0.9210526315789473,244,217,False
Gemma 4 4B,Stochastic,Uncertainty,Comparison.Concession,3,0.003787878787878788,0.006560798513518476,0.0,0.011363636363636364,244,1,False
Gemma 4 4B,Stochastic,Uncertainty,Contingency.Cause,3,0.30618022328548644,0.033097533497143616,0.275,0.3409090909090909,244,75,False
Gemma 4 4B,Stochastic,Uncertainty,Contingency.Condition,3,0.05671850079744817,0.015202254398616053,0.039473684210526314,0.06818181818181818,244,14,False
Gemma 4 4B,Stochastic,Uncertainty,Expansion.Conjunction,3,0.4231459330143541,0.022074564035838025,0.3977272727272727,0.4375,244,103,False
Gemma 4 4B,Stochastic,Uncertainty,Expansion.Alternative,3,0.003787878787878788,0.006560798513518476,0.0,0.011363636363636364,244,1,False
Gemma 4 4B,Stochastic,Uncertainty,Expansion.Restatement,3,0.0,0.0,0.0,0.0,244,0,False
Gemma 4 4B,Stochastic,Uncertainty,Temporal.Asynchronous,3,0.1433811802232855,0.038042289618187966,0.1,0.17105263157894737,244,35,False
Gemma 4 4B,Stochastic,Uncertainty,Temporal.Synchrony,3,0.03604465709728868,0.018002425461085332,0.025,0.056818181818181816,244,9,False
Gemma 4 4B,Greedy,Mechanical,Comparison.Contrast,1,0.6428571428571429,,0.6428571428571429,0.6428571428571429,14,9,True
Gemma 4 4B,Greedy,Mechanical,Comparison.Concession,1,0.0,,0.0,0.0,14,0,True
Gemma 4 4B,Greedy,Mechanical,Contingency.Cause,1,0.5,,0.5,0.5,14,7,True
Gemma 4 4B,Greedy,Mechanical,Contingency.Condition,1,0.21428571428571427,,0.21428571428571427,0.21428571428571427,14,3,True
Gemma 4 4B,Greedy,Mechanical,Expansion.Conjunction,1,0.35714285714285715,,0.35714285714285715,0.35714285714285715,14,5,True
Gemma 4 4B,Greedy,Mechanical,Expansion.Alternative,1,0.07142857142857142,,0.07142857142857142,0.07142857142857142,14,1,True
Gemma 4 4B,Greedy,Mechanical,Expansion.Restatement,1,0.0,,0.0,0.0,14,0,True
Gemma 4 4B,Greedy,Mechanical,Temporal.Asynchronous,1,0.21428571428571427,,0.21428571428571427,0.21428571428571427,14,3,True
Gemma 4 4B,Greedy,Mechanical,Temporal.Synchrony,1,0.0,,0.0,0.0,14,0,True
Gemma 4 4B,Greedy,Testimony,Comparison.Contrast,1,0.7226277372262774,,0.7226277372262774,0.7226277372262774,137,99,False
Gemma 4 4B,Greedy,Testimony,Comparison.Concession,1,0.021897810218978103,,0.021897810218978103,0.021897810218978103,137,3,False
Gemma 4 4B,Greedy,Testimony,Contingency.Cause,1,0.35036496350364965,,0.35036496350364965,0.35036496350364965,137,48,False
Gemma 4 4B,Greedy,Testimony,Contingency.Condition,1,0.11678832116788321,,0.11678832116788321,0.11678832116788321,137,16,False
