model,decoding_group,semantic_category,discourse_relation,n_runs,mean_joint_prevalence,sd_joint_prevalence,mean_lift,sd_lift,mean_support,total_support,support_is_thin
Gemma 4 4B,Stochastic,Uncertainty,Contingency.Cause,3,0.011271748131737667,0.005584386466130607,0.7986976409625918,0.300760360030895,8.333333333333334,25,False
Gemma 4 4B,Stochastic,Uncertainty,Contingency.Condition,3,0.0013455525115093835,2.284364642669275e-05,0.5592906101420952,0.15012209003952676,1.0,3,False
Gemma 4 4B,Stochastic,Uncertainty,Expansion.Conjunction,3,0.010310905352846044,0.0006980322933215032,0.5295805307686496,0.12734001357832242,7.666666666666667,23,False
Gemma 4 4B,Stochastic,Uncertainty,Expansion.Alternative,3,0.0004535147392290249,0.0007855105703260213,2.94,,0.3333333333333333,1,False
Gemma 4 4B,Stochastic,Uncertainty,Expansion.Restatement,3,0.0,0.0,,,0.0,0,False
Gemma 4 4B,Stochastic,Uncertainty,Temporal.Asynchronous,3,0.001346783216364822,0.00136075297675732,0.12973111022686196,0.12536255967543913,1.0,3,False
Gemma 4 4B,Stochastic,Uncertainty,Temporal.Synchrony,3,0.0009057987736026115,0.0007844469208445457,0.36841257924591253,0.3688697155111257,0.6666666666666666,2,False
Gemma 4 4B,Greedy,Mechanical,Comparison.Contrast,1,0.002638522427440633,,0.6295681063122923,,2.0,2,True
Gemma 4 4B,Greedy,Mechanical,Comparison.Concession,1,0.0,,0.0,,0.0,0,True
Gemma 4 4B,Greedy,Mechanical,Contingency.Cause,1,0.00395778364116095,,2.165714285714286,,3.0,3,True
Gemma 4 4B,Greedy,Mechanical,Contingency.Condition,1,0.00395778364116095,,7.383116883116884,,3.0,3,True
Gemma 4 4B,Greedy,Mechanical,Expansion.Conjunction,1,0.0,,0.0,,0.0,0,True
Gemma 4 4B,Greedy,Mechanical,Expansion.Alternative,1,0.0,,0.0,,0.0,0,True
Gemma 4 4B,Greedy,Mechanical,Expansion.Restatement,1,0.0,,,,0.0,0,True
Gemma 4 4B,Greedy,Mechanical,Temporal.Asynchronous,1,0.002638522427440633,,2.0824175824175826,,2.0,2,True
Gemma 4 4B,Greedy,Mechanical,Temporal.Synchrony,1,0.0,,0.0,,0.0,0,True
Gemma 4 4B,Greedy,Testimony,Comparison.Contrast,1,0.09498680738786279,,1.42928975487115,,72.0,72,False
